Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
3522,"[2, 21, 45, 31, 19]","[16, 7, 7, 3, 13]",89,"[1, 1, 1, 0, 1]",43,23.6,9.2,Maximize: 16*x0 + 7*x1 + 7*x2 + 3*x3 + 13*x4,Constraint: 2*x0 + 21*x1 + 45*x2 + 31*x3 + 19*x4 <= 89
3523,"[29, 31, 10, 45, 31]","[11, 10, 18, 12, 18]",36,"[0, 0, 1, 0, 0]",18,29.2,13.8,Maximize: 11*x0 + 10*x1 + 18*x2 + 12*x3 + 18*x4,Constraint: 29*x0 + 31*x1 + 10*x2 + 45*x3 + 31*x4 <= 36
3524,"[29, 33, 42, 43, 36]","[12, 12, 7, 16, 18]",86,"[0, 0, 0, 1, 1]",34,36.6,13.0,Maximize: 12*x0 + 12*x1 + 7*x2 + 16*x3 + 18*x4,Constraint: 29*x0 + 33*x1 + 42*x2 + 43*x3 + 36*x4 <= 86
3525,"[40, 1, 46, 42, 24]","[5, 4, 8, 12, 6]",85,"[0, 1, 0, 1, 1]",22,30.6,7.0,Maximize: 5*x0 + 4*x1 + 8*x2 + 12*x3 + 6*x4,Constraint: 40*x0 + 1*x1 + 46*x2 + 42*x3 + 24*x4 <= 85
3526,"[3, 29, 12, 45, 19]","[10, 8, 14, 4, 14]",42,"[1, 0, 1, 0, 1]",38,21.6,10.0,Maximize: 10*x0 + 8*x1 + 14*x2 + 4*x3 + 14*x4,Constraint: 3*x0 + 29*x1 + 12*x2 + 45*x3 + 19*x4 <= 42
3527,"[16, 34, 15, 32, 37]","[19, 2, 5, 2, 14]",60,"[1, 0, 0, 0, 1]",33,26.8,8.4,Maximize: 19*x0 + 2*x1 + 5*x2 + 2*x3 + 14*x4,Constraint: 16*x0 + 34*x1 + 15*x2 + 32*x3 + 37*x4 <= 60
3528,"[21, 21, 20, 4, 15]","[13, 10, 19, 6, 2]",29,"[0, 0, 1, 1, 0]",25,16.2,10.0,Maximize: 13*x0 + 10*x1 + 19*x2 + 6*x3 + 2*x4,Constraint: 21*x0 + 21*x1 + 20*x2 + 4*x3 + 15*x4 <= 29
3529,"[2, 40, 18, 37, 5]","[5, 17, 11, 8, 5]",84,"[1, 1, 1, 0, 1]",38,20.4,9.2,Maximize: 5*x0 + 17*x1 + 11*x2 + 8*x3 + 5*x4,Constraint: 2*x0 + 40*x1 + 18*x2 + 37*x3 + 5*x4 <= 84
3530,"[23, 25, 26, 38, 48]","[17, 12, 8, 10, 10]",66,"[1, 1, 0, 0, 0]",29,32.0,11.4,Maximize: 17*x0 + 12*x1 + 8*x2 + 10*x3 + 10*x4,Constraint: 23*x0 + 25*x1 + 26*x2 + 38*x3 + 48*x4 <= 66
3531,"[5, 38, 3, 29, 13]","[5, 4, 14, 2, 16]",26,"[1, 0, 1, 0, 1]",35,17.6,8.2,Maximize: 5*x0 + 4*x1 + 14*x2 + 2*x3 + 16*x4,Constraint: 5*x0 + 38*x1 + 3*x2 + 29*x3 + 13*x4 <= 26
3532,"[40, 27, 10, 24, 15]","[8, 4, 12, 4, 4]",74,"[1, 0, 1, 0, 1]",24,23.2,6.4,Maximize: 8*x0 + 4*x1 + 12*x2 + 4*x3 + 4*x4,Constraint: 40*x0 + 27*x1 + 10*x2 + 24*x3 + 15*x4 <= 74
3533,"[44, 28, 30, 38, 2]","[7, 7, 9, 19, 3]",58,"[0, 0, 0, 1, 1]",22,28.4,9.0,Maximize: 7*x0 + 7*x1 + 9*x2 + 19*x3 + 3*x4,Constraint: 44*x0 + 28*x1 + 30*x2 + 38*x3 + 2*x4 <= 58
3534,"[3, 42, 43, 33, 19]","[11, 10, 16, 13, 14]",99,"[1, 0, 1, 1, 1]",54,28.0,12.8,Maximize: 11*x0 + 10*x1 + 16*x2 + 13*x3 + 14*x4,Constraint: 3*x0 + 42*x1 + 43*x2 + 33*x3 + 19*x4 <= 99
3535,"[31, 4, 3, 2, 24]","[18, 16, 15, 15, 14]",44,"[1, 1, 1, 1, 0]",64,12.8,15.6,Maximize: 18*x0 + 16*x1 + 15*x2 + 15*x3 + 14*x4,Constraint: 31*x0 + 4*x1 + 3*x2 + 2*x3 + 24*x4 <= 44
3536,"[28, 46, 12, 19, 36]","[10, 18, 17, 5, 18]",51,"[0, 0, 1, 0, 1]",35,28.2,13.6,Maximize: 10*x0 + 18*x1 + 17*x2 + 5*x3 + 18*x4,Constraint: 28*x0 + 46*x1 + 12*x2 + 19*x3 + 36*x4 <= 51
3537,"[9, 10, 4, 38, 46]","[12, 2, 2, 14, 3]",31,"[1, 1, 1, 0, 0]",16,21.4,6.6,Maximize: 12*x0 + 2*x1 + 2*x2 + 14*x3 + 3*x4,Constraint: 9*x0 + 10*x1 + 4*x2 + 38*x3 + 46*x4 <= 31
3538,"[29, 29, 44, 1, 38]","[17, 1, 17, 6, 2]",97,"[1, 0, 1, 1, 0]",40,28.2,8.6,Maximize: 17*x0 + 1*x1 + 17*x2 + 6*x3 + 2*x4,Constraint: 29*x0 + 29*x1 + 44*x2 + 1*x3 + 38*x4 <= 97
3539,"[16, 45, 19, 47, 17]","[6, 7, 15, 5, 7]",16,"[1, 0, 0, 0, 0]",6,28.8,8.0,Maximize: 6*x0 + 7*x1 + 15*x2 + 5*x3 + 7*x4,Constraint: 16*x0 + 45*x1 + 19*x2 + 47*x3 + 17*x4 <= 16
3540,"[40, 7, 11, 28, 37]","[12, 3, 3, 18, 13]",19,"[0, 1, 1, 0, 0]",6,24.6,9.8,Maximize: 12*x0 + 3*x1 + 3*x2 + 18*x3 + 13*x4,Constraint: 40*x0 + 7*x1 + 11*x2 + 28*x3 + 37*x4 <= 19
3541,"[31, 13, 5, 33, 42]","[18, 19, 5, 11, 18]",31,"[0, 1, 1, 0, 0]",24,24.8,14.2,Maximize: 18*x0 + 19*x1 + 5*x2 + 11*x3 + 18*x4,Constraint: 31*x0 + 13*x1 + 5*x2 + 33*x3 + 42*x4 <= 31
3542,"[45, 6, 29, 31, 49]","[4, 14, 11, 4, 6]",46,"[0, 1, 1, 0, 0]",25,32.0,7.8,Maximize: 4*x0 + 14*x1 + 11*x2 + 4*x3 + 6*x4,Constraint: 45*x0 + 6*x1 + 29*x2 + 31*x3 + 49*x4 <= 46
3543,"[12, 42, 28, 36, 21]","[8, 17, 7, 2, 16]",29,"[0, 0, 0, 0, 1]",16,27.8,10.0,Maximize: 8*x0 + 17*x1 + 7*x2 + 2*x3 + 16*x4,Constraint: 12*x0 + 42*x1 + 28*x2 + 36*x3 + 21*x4 <= 29
3544,"[6, 34, 45, 27, 40]","[17, 16, 1, 8, 6]",22,"[1, 0, 0, 0, 0]",17,30.4,9.6,Maximize: 17*x0 + 16*x1 + 1*x2 + 8*x3 + 6*x4,Constraint: 6*x0 + 34*x1 + 45*x2 + 27*x3 + 40*x4 <= 22
3545,"[37, 12, 31, 10, 47]","[3, 13, 8, 8, 10]",29,"[0, 1, 0, 1, 0]",21,27.4,8.4,Maximize: 3*x0 + 13*x1 + 8*x2 + 8*x3 + 10*x4,Constraint: 37*x0 + 12*x1 + 31*x2 + 10*x3 + 47*x4 <= 29
3546,"[35, 39, 2, 45, 11]","[11, 15, 17, 5, 18]",96,"[1, 1, 1, 0, 1]",61,26.4,13.2,Maximize: 11*x0 + 15*x1 + 17*x2 + 5*x3 + 18*x4,Constraint: 35*x0 + 39*x1 + 2*x2 + 45*x3 + 11*x4 <= 96
3547,"[2, 4, 30, 39, 40]","[5, 9, 8, 4, 4]",94,"[1, 1, 1, 1, 0]",26,23.0,6.0,Maximize: 5*x0 + 9*x1 + 8*x2 + 4*x3 + 4*x4,Constraint: 2*x0 + 4*x1 + 30*x2 + 39*x3 + 40*x4 <= 94
3548,"[29, 36, 3, 7, 40]","[8, 13, 3, 18, 8]",88,"[1, 1, 1, 1, 0]",42,23.0,10.0,Maximize: 8*x0 + 13*x1 + 3*x2 + 18*x3 + 8*x4,Constraint: 29*x0 + 36*x1 + 3*x2 + 7*x3 + 40*x4 <= 88
3549,"[12, 12, 16, 5, 27]","[6, 19, 2, 3, 6]",59,"[1, 1, 0, 1, 1]",34,14.4,7.2,Maximize: 6*x0 + 19*x1 + 2*x2 + 3*x3 + 6*x4,Constraint: 12*x0 + 12*x1 + 16*x2 + 5*x3 + 27*x4 <= 59
3550,"[11, 24, 42, 15, 22]","[7, 19, 18, 2, 2]",30,"[0, 1, 0, 0, 0]",19,22.8,9.6,Maximize: 7*x0 + 19*x1 + 18*x2 + 2*x3 + 2*x4,Constraint: 11*x0 + 24*x1 + 42*x2 + 15*x3 + 22*x4 <= 30
3551,"[13, 9, 7, 25, 12]","[1, 11, 1, 4, 17]",31,"[0, 1, 1, 0, 1]",29,13.2,6.8,Maximize: 1*x0 + 11*x1 + 1*x2 + 4*x3 + 17*x4,Constraint: 13*x0 + 9*x1 + 7*x2 + 25*x3 + 12*x4 <= 31
3552,"[4, 2, 40, 11, 16]","[19, 2, 1, 18, 2]",37,"[1, 1, 0, 1, 1]",41,14.6,8.4,Maximize: 19*x0 + 2*x1 + 1*x2 + 18*x3 + 2*x4,Constraint: 4*x0 + 2*x1 + 40*x2 + 11*x3 + 16*x4 <= 37
3553,"[39, 8, 49, 23, 14]","[5, 1, 9, 4, 19]",67,"[0, 0, 1, 0, 1]",28,26.6,7.6,Maximize: 5*x0 + 1*x1 + 9*x2 + 4*x3 + 19*x4,Constraint: 39*x0 + 8*x1 + 49*x2 + 23*x3 + 14*x4 <= 67
3554,"[17, 11, 12, 27, 9]","[1, 13, 19, 14, 2]",23,"[0, 1, 1, 0, 0]",32,15.2,9.8,Maximize: 1*x0 + 13*x1 + 19*x2 + 14*x3 + 2*x4,Constraint: 17*x0 + 11*x1 + 12*x2 + 27*x3 + 9*x4 <= 23
3555,"[41, 31, 15, 27, 10]","[9, 2, 16, 17, 18]",84,"[0, 1, 1, 1, 1]",53,24.8,12.4,Maximize: 9*x0 + 2*x1 + 16*x2 + 17*x3 + 18*x4,Constraint: 41*x0 + 31*x1 + 15*x2 + 27*x3 + 10*x4 <= 84
3556,"[18, 2, 44, 24, 10]","[1, 6, 5, 4, 16]",77,"[1, 1, 1, 0, 1]",28,19.6,6.4,Maximize: 1*x0 + 6*x1 + 5*x2 + 4*x3 + 16*x4,Constraint: 18*x0 + 2*x1 + 44*x2 + 24*x3 + 10*x4 <= 77
3557,"[35, 26, 9, 13, 5]","[2, 14, 5, 14, 19]",22,"[0, 0, 0, 1, 1]",33,17.6,10.8,Maximize: 2*x0 + 14*x1 + 5*x2 + 14*x3 + 19*x4,Constraint: 35*x0 + 26*x1 + 9*x2 + 13*x3 + 5*x4 <= 22
3558,"[10, 40, 5, 28, 4]","[10, 9, 14, 10, 7]",55,"[1, 0, 1, 1, 1]",41,17.4,10.0,Maximize: 10*x0 + 9*x1 + 14*x2 + 10*x3 + 7*x4,Constraint: 10*x0 + 40*x1 + 5*x2 + 28*x3 + 4*x4 <= 55
3559,"[25, 7, 11, 33, 13]","[10, 15, 16, 1, 13]",92,"[1, 1, 1, 1, 1]",55,17.8,11.0,Maximize: 10*x0 + 15*x1 + 16*x2 + 1*x3 + 13*x4,Constraint: 25*x0 + 7*x1 + 11*x2 + 33*x3 + 13*x4 <= 92
3560,"[46, 31, 31, 2, 44]","[18, 1, 3, 16, 5]",69,"[1, 0, 0, 1, 0]",34,30.8,8.6,Maximize: 18*x0 + 1*x1 + 3*x2 + 16*x3 + 5*x4,Constraint: 46*x0 + 31*x1 + 31*x2 + 2*x3 + 44*x4 <= 69
3561,"[14, 22, 36, 19, 38]","[15, 12, 16, 12, 11]",30,"[1, 0, 0, 0, 0]",15,25.8,13.2,Maximize: 15*x0 + 12*x1 + 16*x2 + 12*x3 + 11*x4,Constraint: 14*x0 + 22*x1 + 36*x2 + 19*x3 + 38*x4 <= 30
3562,"[26, 25, 45, 21, 5]","[16, 5, 12, 8, 3]",23,"[0, 0, 0, 1, 0]",8,24.4,8.8,Maximize: 16*x0 + 5*x1 + 12*x2 + 8*x3 + 3*x4,Constraint: 26*x0 + 25*x1 + 45*x2 + 21*x3 + 5*x4 <= 23
3563,"[43, 9, 17, 28, 49]","[15, 9, 18, 5, 14]",45,"[0, 1, 1, 0, 0]",27,29.2,12.2,Maximize: 15*x0 + 9*x1 + 18*x2 + 5*x3 + 14*x4,Constraint: 43*x0 + 9*x1 + 17*x2 + 28*x3 + 49*x4 <= 45
3564,"[26, 47, 46, 31, 34]","[19, 19, 7, 4, 3]",18,"[0, 0, 0, 0, 0]",0,36.8,10.4,Maximize: 19*x0 + 19*x1 + 7*x2 + 4*x3 + 3*x4,Constraint: 26*x0 + 47*x1 + 46*x2 + 31*x3 + 34*x4 <= 18
3565,"[49, 11, 19, 43, 34]","[19, 9, 19, 14, 10]",38,"[0, 1, 1, 0, 0]",28,31.2,14.2,Maximize: 19*x0 + 9*x1 + 19*x2 + 14*x3 + 10*x4,Constraint: 49*x0 + 11*x1 + 19*x2 + 43*x3 + 34*x4 <= 38
3566,"[2, 7, 31, 37, 28]","[16, 5, 17, 10, 3]",97,"[1, 1, 1, 1, 0]",48,21.0,10.2,Maximize: 16*x0 + 5*x1 + 17*x2 + 10*x3 + 3*x4,Constraint: 2*x0 + 7*x1 + 31*x2 + 37*x3 + 28*x4 <= 97
3567,"[20, 44, 36, 35, 10]","[2, 4, 17, 5, 5]",31,"[1, 0, 0, 0, 1]",7,29.0,6.6,Maximize: 2*x0 + 4*x1 + 17*x2 + 5*x3 + 5*x4,Constraint: 20*x0 + 44*x1 + 36*x2 + 35*x3 + 10*x4 <= 31
3568,"[48, 44, 2, 21, 33]","[10, 5, 12, 1, 2]",18,"[0, 0, 1, 0, 0]",12,29.6,6.0,Maximize: 10*x0 + 5*x1 + 12*x2 + 1*x3 + 2*x4,Constraint: 48*x0 + 44*x1 + 2*x2 + 21*x3 + 33*x4 <= 18
3569,"[37, 16, 33, 18, 32]","[11, 1, 6, 18, 4]",20,"[0, 0, 0, 1, 0]",18,27.2,8.0,Maximize: 11*x0 + 1*x1 + 6*x2 + 18*x3 + 4*x4,Constraint: 37*x0 + 16*x1 + 33*x2 + 18*x3 + 32*x4 <= 20
3570,"[29, 19, 25, 28, 31]","[1, 15, 16, 12, 8]",72,"[0, 1, 1, 1, 0]",43,26.4,10.4,Maximize: 1*x0 + 15*x1 + 16*x2 + 12*x3 + 8*x4,Constraint: 29*x0 + 19*x1 + 25*x2 + 28*x3 + 31*x4 <= 72
3571,"[30, 36, 48, 43, 36]","[19, 1, 19, 17, 15]",65,"[1, 0, 0, 0, 0]",19,38.6,14.2,Maximize: 19*x0 + 1*x1 + 19*x2 + 17*x3 + 15*x4,Constraint: 30*x0 + 36*x1 + 48*x2 + 43*x3 + 36*x4 <= 65
3572,"[6, 27, 44, 29, 47]","[7, 3, 16, 8, 17]",24,"[1, 0, 0, 0, 0]",7,30.6,10.2,Maximize: 7*x0 + 3*x1 + 16*x2 + 8*x3 + 17*x4,Constraint: 6*x0 + 27*x1 + 44*x2 + 29*x3 + 47*x4 <= 24
3573,"[30, 3, 49, 2, 15]","[13, 14, 17, 11, 19]",33,"[0, 1, 0, 1, 1]",44,19.8,14.8,Maximize: 13*x0 + 14*x1 + 17*x2 + 11*x3 + 19*x4,Constraint: 30*x0 + 3*x1 + 49*x2 + 2*x3 + 15*x4 <= 33
3574,"[1, 49, 9, 48, 12]","[3, 10, 5, 18, 6]",34,"[1, 0, 1, 0, 1]",14,23.8,8.4,Maximize: 3*x0 + 10*x1 + 5*x2 + 18*x3 + 6*x4,Constraint: 1*x0 + 49*x1 + 9*x2 + 48*x3 + 12*x4 <= 34
3575,"[29, 14, 5, 37, 2]","[17, 2, 1, 18, 12]",47,"[0, 0, 1, 1, 1]",31,17.4,10.0,Maximize: 17*x0 + 2*x1 + 1*x2 + 18*x3 + 12*x4,Constraint: 29*x0 + 14*x1 + 5*x2 + 37*x3 + 2*x4 <= 47
3576,"[20, 34, 36, 5, 13]","[13, 7, 16, 13, 1]",63,"[1, 0, 1, 1, 0]",42,21.6,10.0,Maximize: 13*x0 + 7*x1 + 16*x2 + 13*x3 + 1*x4,Constraint: 20*x0 + 34*x1 + 36*x2 + 5*x3 + 13*x4 <= 63
3577,"[10, 5, 43, 25, 26]","[5, 17, 7, 3, 17]",74,"[1, 1, 0, 1, 1]",42,21.8,9.8,Maximize: 5*x0 + 17*x1 + 7*x2 + 3*x3 + 17*x4,Constraint: 10*x0 + 5*x1 + 43*x2 + 25*x3 + 26*x4 <= 74
3578,"[26, 26, 23, 26, 35]","[6, 8, 3, 12, 13]",72,"[0, 0, 0, 1, 1]",25,27.2,8.4,Maximize: 6*x0 + 8*x1 + 3*x2 + 12*x3 + 13*x4,Constraint: 26*x0 + 26*x1 + 23*x2 + 26*x3 + 35*x4 <= 72
3579,"[41, 25, 11, 21, 13]","[4, 3, 2, 1, 11]",37,"[0, 0, 1, 0, 1]",13,22.2,4.2,Maximize: 4*x0 + 3*x1 + 2*x2 + 1*x3 + 11*x4,Constraint: 41*x0 + 25*x1 + 11*x2 + 21*x3 + 13*x4 <= 37
3580,"[22, 35, 9, 9, 9]","[9, 8, 4, 12, 7]",71,"[1, 0, 1, 1, 1]",32,16.8,8.0,Maximize: 9*x0 + 8*x1 + 4*x2 + 12*x3 + 7*x4,Constraint: 22*x0 + 35*x1 + 9*x2 + 9*x3 + 9*x4 <= 71
3581,"[48, 12, 3, 23, 13]","[18, 3, 15, 18, 11]",61,"[0, 1, 1, 1, 1]",47,19.8,13.0,Maximize: 18*x0 + 3*x1 + 15*x2 + 18*x3 + 11*x4,Constraint: 48*x0 + 12*x1 + 3*x2 + 23*x3 + 13*x4 <= 61
3582,"[26, 21, 38, 17, 2]","[4, 3, 11, 2, 15]",54,"[0, 0, 1, 0, 1]",26,20.8,7.0,Maximize: 4*x0 + 3*x1 + 11*x2 + 2*x3 + 15*x4,Constraint: 26*x0 + 21*x1 + 38*x2 + 17*x3 + 2*x4 <= 54
3583,"[2, 11, 28, 42, 34]","[18, 17, 1, 12, 6]",64,"[1, 1, 0, 1, 0]",47,23.4,10.8,Maximize: 18*x0 + 17*x1 + 1*x2 + 12*x3 + 6*x4,Constraint: 2*x0 + 11*x1 + 28*x2 + 42*x3 + 34*x4 <= 64
3584,"[20, 35, 48, 45, 12]","[6, 7, 17, 11, 18]",91,"[1, 0, 1, 0, 1]",41,32.0,11.8,Maximize: 6*x0 + 7*x1 + 17*x2 + 11*x3 + 18*x4,Constraint: 20*x0 + 35*x1 + 48*x2 + 45*x3 + 12*x4 <= 91
3585,"[10, 5, 37, 18, 44]","[10, 9, 3, 19, 16]",74,"[1, 0, 0, 1, 1]",45,22.8,11.4,Maximize: 10*x0 + 9*x1 + 3*x2 + 19*x3 + 16*x4,Constraint: 10*x0 + 5*x1 + 37*x2 + 18*x3 + 44*x4 <= 74
3586,"[30, 16, 47, 6, 17]","[18, 1, 8, 17, 19]",41,"[0, 1, 0, 1, 1]",37,23.2,12.6,Maximize: 18*x0 + 1*x1 + 8*x2 + 17*x3 + 19*x4,Constraint: 30*x0 + 16*x1 + 47*x2 + 6*x3 + 17*x4 <= 41
3587,"[14, 39, 29, 24, 6]","[14, 11, 8, 12, 4]",17,"[1, 0, 0, 0, 0]",14,22.4,9.8,Maximize: 14*x0 + 11*x1 + 8*x2 + 12*x3 + 4*x4,Constraint: 14*x0 + 39*x1 + 29*x2 + 24*x3 + 6*x4 <= 17
3588,"[13, 24, 5, 48, 14]","[6, 17, 4, 8, 15]",43,"[0, 1, 1, 0, 1]",36,20.8,10.0,Maximize: 6*x0 + 17*x1 + 4*x2 + 8*x3 + 15*x4,Constraint: 13*x0 + 24*x1 + 5*x2 + 48*x3 + 14*x4 <= 43
3589,"[45, 47, 49, 16, 21]","[18, 10, 18, 7, 2]",16,"[0, 0, 0, 1, 0]",7,35.6,11.0,Maximize: 18*x0 + 10*x1 + 18*x2 + 7*x3 + 2*x4,Constraint: 45*x0 + 47*x1 + 49*x2 + 16*x3 + 21*x4 <= 16
3590,"[36, 28, 41, 26, 32]","[5, 19, 18, 17, 12]",71,"[0, 1, 1, 0, 0]",37,32.6,14.2,Maximize: 5*x0 + 19*x1 + 18*x2 + 17*x3 + 12*x4,Constraint: 36*x0 + 28*x1 + 41*x2 + 26*x3 + 32*x4 <= 71
3591,"[13, 38, 23, 39, 6]","[17, 13, 19, 15, 18]",31,"[0, 0, 1, 0, 1]",37,23.8,16.4,Maximize: 17*x0 + 13*x1 + 19*x2 + 15*x3 + 18*x4,Constraint: 13*x0 + 38*x1 + 23*x2 + 39*x3 + 6*x4 <= 31
3592,"[29, 21, 5, 27, 4]","[17, 4, 1, 14, 6]",71,"[1, 0, 1, 1, 1]",38,17.2,8.4,Maximize: 17*x0 + 4*x1 + 1*x2 + 14*x3 + 6*x4,Constraint: 29*x0 + 21*x1 + 5*x2 + 27*x3 + 4*x4 <= 71
3593,"[47, 42, 32, 23, 14]","[17, 1, 9, 18, 19]",26,"[0, 0, 0, 0, 1]",19,31.6,12.8,Maximize: 17*x0 + 1*x1 + 9*x2 + 18*x3 + 19*x4,Constraint: 47*x0 + 42*x1 + 32*x2 + 23*x3 + 14*x4 <= 26
3594,"[12, 30, 40, 6, 35]","[19, 7, 1, 16, 1]",81,"[1, 1, 0, 1, 0]",42,24.6,8.8,Maximize: 19*x0 + 7*x1 + 1*x2 + 16*x3 + 1*x4,Constraint: 12*x0 + 30*x1 + 40*x2 + 6*x3 + 35*x4 <= 81
3595,"[29, 46, 13, 49, 33]","[2, 6, 8, 2, 7]",86,"[1, 0, 1, 0, 1]",17,34.0,5.0,Maximize: 2*x0 + 6*x1 + 8*x2 + 2*x3 + 7*x4,Constraint: 29*x0 + 46*x1 + 13*x2 + 49*x3 + 33*x4 <= 86
3596,"[35, 28, 30, 29, 32]","[7, 11, 2, 19, 11]",33,"[0, 0, 0, 1, 0]",19,30.8,10.0,Maximize: 7*x0 + 11*x1 + 2*x2 + 19*x3 + 11*x4,Constraint: 35*x0 + 28*x1 + 30*x2 + 29*x3 + 32*x4 <= 33
3597,"[16, 8, 33, 39, 32]","[19, 6, 7, 8, 18]",69,"[1, 1, 0, 0, 1]",43,25.6,11.6,Maximize: 19*x0 + 6*x1 + 7*x2 + 8*x3 + 18*x4,Constraint: 16*x0 + 8*x1 + 33*x2 + 39*x3 + 32*x4 <= 69
3598,"[7, 20, 40, 4, 23]","[17, 10, 16, 6, 18]",87,"[1, 0, 1, 1, 1]",57,18.8,13.4,Maximize: 17*x0 + 10*x1 + 16*x2 + 6*x3 + 18*x4,Constraint: 7*x0 + 20*x1 + 40*x2 + 4*x3 + 23*x4 <= 87
3599,"[2, 35, 37, 16, 49]","[17, 6, 19, 17, 16]",99,"[1, 1, 1, 1, 0]",59,27.8,15.0,Maximize: 17*x0 + 6*x1 + 19*x2 + 17*x3 + 16*x4,Constraint: 2*x0 + 35*x1 + 37*x2 + 16*x3 + 49*x4 <= 99
3600,"[20, 11, 10, 42, 15]","[19, 11, 10, 14, 13]",47,"[1, 1, 0, 0, 1]",43,19.6,13.4,Maximize: 19*x0 + 11*x1 + 10*x2 + 14*x3 + 13*x4,Constraint: 20*x0 + 11*x1 + 10*x2 + 42*x3 + 15*x4 <= 47
3601,"[18, 16, 1, 5, 47]","[8, 3, 3, 1, 15]",43,"[1, 1, 1, 1, 0]",15,17.4,6.0,Maximize: 8*x0 + 3*x1 + 3*x2 + 1*x3 + 15*x4,Constraint: 18*x0 + 16*x1 + 1*x2 + 5*x3 + 47*x4 <= 43
3602,"[23, 25, 33, 48, 40]","[12, 10, 1, 13, 13]",39,"[1, 0, 0, 0, 0]",12,33.8,9.8,Maximize: 12*x0 + 10*x1 + 1*x2 + 13*x3 + 13*x4,Constraint: 23*x0 + 25*x1 + 33*x2 + 48*x3 + 40*x4 <= 39
3603,"[34, 10, 41, 36, 20]","[11, 1, 5, 9, 4]",90,"[1, 0, 0, 1, 1]",24,28.2,6.0,Maximize: 11*x0 + 1*x1 + 5*x2 + 9*x3 + 4*x4,Constraint: 34*x0 + 10*x1 + 41*x2 + 36*x3 + 20*x4 <= 90
3604,"[34, 25, 16, 18, 31]","[19, 19, 18, 19, 10]",89,"[1, 1, 0, 1, 0]",57,24.8,17.0,Maximize: 19*x0 + 19*x1 + 18*x2 + 19*x3 + 10*x4,Constraint: 34*x0 + 25*x1 + 16*x2 + 18*x3 + 31*x4 <= 89
3605,"[6, 49, 28, 34, 8]","[6, 1, 11, 16, 15]",52,"[1, 0, 0, 1, 1]",37,25.0,9.8,Maximize: 6*x0 + 1*x1 + 11*x2 + 16*x3 + 15*x4,Constraint: 6*x0 + 49*x1 + 28*x2 + 34*x3 + 8*x4 <= 52
3606,"[24, 14, 21, 11, 35]","[15, 8, 8, 8, 1]",18,"[0, 0, 0, 1, 0]",8,21.0,8.0,Maximize: 15*x0 + 8*x1 + 8*x2 + 8*x3 + 1*x4,Constraint: 24*x0 + 14*x1 + 21*x2 + 11*x3 + 35*x4 <= 18
3607,"[30, 18, 33, 28, 46]","[14, 6, 4, 13, 16]",58,"[1, 0, 0, 1, 0]",27,31.0,10.6,Maximize: 14*x0 + 6*x1 + 4*x2 + 13*x3 + 16*x4,Constraint: 30*x0 + 18*x1 + 33*x2 + 28*x3 + 46*x4 <= 58
3608,"[26, 5, 15, 49, 27]","[8, 13, 15, 6, 5]",54,"[1, 1, 1, 0, 0]",36,24.4,9.4,Maximize: 8*x0 + 13*x1 + 15*x2 + 6*x3 + 5*x4,Constraint: 26*x0 + 5*x1 + 15*x2 + 49*x3 + 27*x4 <= 54
3609,"[48, 12, 21, 6, 44]","[15, 11, 10, 15, 18]",66,"[0, 1, 0, 1, 1]",44,26.2,13.8,Maximize: 15*x0 + 11*x1 + 10*x2 + 15*x3 + 18*x4,Constraint: 48*x0 + 12*x1 + 21*x2 + 6*x3 + 44*x4 <= 66
3610,"[5, 7, 19, 10, 16]","[13, 1, 3, 4, 17]",32,"[1, 0, 0, 1, 1]",34,11.4,7.6,Maximize: 13*x0 + 1*x1 + 3*x2 + 4*x3 + 17*x4,Constraint: 5*x0 + 7*x1 + 19*x2 + 10*x3 + 16*x4 <= 32
3611,"[9, 2, 3, 43, 40]","[14, 6, 13, 14, 12]",93,"[1, 1, 1, 1, 0]",47,19.4,11.8,Maximize: 14*x0 + 6*x1 + 13*x2 + 14*x3 + 12*x4,Constraint: 9*x0 + 2*x1 + 3*x2 + 43*x3 + 40*x4 <= 93
3612,"[7, 2, 47, 42, 24]","[13, 2, 7, 1, 9]",38,"[1, 1, 0, 0, 1]",24,24.4,6.4,Maximize: 13*x0 + 2*x1 + 7*x2 + 1*x3 + 9*x4,Constraint: 7*x0 + 2*x1 + 47*x2 + 42*x3 + 24*x4 <= 38
3613,"[21, 31, 5, 6, 22]","[8, 10, 5, 19, 2]",91,"[1, 1, 1, 1, 1]",44,17.0,8.8,Maximize: 8*x0 + 10*x1 + 5*x2 + 19*x3 + 2*x4,Constraint: 21*x0 + 31*x1 + 5*x2 + 6*x3 + 22*x4 <= 91
3614,"[11, 29, 5, 48, 4]","[16, 9, 10, 10, 18]",71,"[1, 0, 1, 1, 1]",54,19.4,12.6,Maximize: 16*x0 + 9*x1 + 10*x2 + 10*x3 + 18*x4,Constraint: 11*x0 + 29*x1 + 5*x2 + 48*x3 + 4*x4 <= 71
3615,"[25, 12, 20, 33, 44]","[10, 14, 4, 12, 8]",61,"[1, 1, 1, 0, 0]",28,26.8,9.6,Maximize: 10*x0 + 14*x1 + 4*x2 + 12*x3 + 8*x4,Constraint: 25*x0 + 12*x1 + 20*x2 + 33*x3 + 44*x4 <= 61
